"GeneID","03-11-2O_young","06-10-2O_old","08-11-2O_young","13-10-2O_young","18-08-2O_old","23-05-2O_old","29-09-2O_old","30-06-2O_young"
"ENSMUSG00000001802",620.768,459.983,507,778.054,514.805,598,723.953,1025.776
"ENSMUSG00000001804",0,1,0,0,0,0,0,0
"ENSMUSG00000001815",4,0,0,3,0,0,0,0
"ENSMUSG00000001819",8,1,0,0,1,0,1,6
"ENSMUSG00000001823",0,0,17,0,0,323,42,5
"ENSMUSG00000001827",1728,4533.885,1033.001,1705.017,3534.998,2529.999,2172.486,1598.147
"ENSMUSG00000001829",1543.002,1915.019,1703,1937,1689,1805.892,1448,1966
"ENSMUSG00000001833",8341.071,7427.183,9484.964,8333.373,8346.922,8091.158,8767.254,9071.332
"ENSMUSG00000001844",1117,989.999,1085,1125,1364.113,1423,977.331,1507.001
"ENSMUSG00000001847",7850.373,9143.713,9975.666,8224.393,10408.208,10137.473,9845.504,10318.252
"ENSMUSG00000001855",2756.821,2088.043,2279.873,3833.209,1639.346,2166.955,2229.088,2864.959
"ENSMUSG00000001864",6640.446,9116.682,4441.171,2321.71,9326.827,3572.313,2317.561,2823.125
"ENSMUSG00000001865",27,197,10,22,86,901,697,8
"ENSMUSG00000001870",17019.678,33287.241,14441.589,6219.347,24573.302,4400.969,4945.449,18770.732
"ENSMUSG00000001891",2720.092,4038.911,3938.752,3074.028,3949,4204.011,3671.805,3099.258
"ENSMUSG00000001901",14,24,6,47,9,147,4,18
"ENSMUSG00000001909",3445.616,2409.247,3008.989,3876.487,2752.001,3905.084,3073.161,4430.531
"ENSMUSG00000001910",4102.521,4190.745,4342.526,5184.93,3449.628,5136.016,4497.462,4716.174
"ENSMUSG00000001911",2781.182,3009.455,3210.329,3847.789,2132.948,4055.178,4629.074,3271.599
"ENSMUSG00000001918",1572,1184.314,1527.533,1221,1963.172,1135.001,2010,1581
"ENSMUSG00000001924",13709.832,19612.024,16132.114,15894.619,14749.036,13453.577,14184.039,13039.542
"ENSMUSG00000001930",895.687,1286.679,435.383,1172.89,567.433,661.085,1528.529,562.059
"ENSMUSG00000001942",1322.088,1553.713,1649.136,1597.319,949.234,1853.174,1543.361,1212.031
"ENSMUSG00000001943",121,171.001,117.999,194,316,136,192,126
"ENSMUSG00000001946",1573.001,2073.865,2150,2168,2672.446,2205.005,2128,1572.999
"ENSMUSG00000001948",116.541,141.311,146.563,132,207.52,214.797,97.301,220.755
"ENSMUSG00000001962",1422.608,1467.952,1720,1769,1616.677,2071,1654.163,2027
"ENSMUSG00000001964",1867.091,2118.042,2035.53,1945.805,1742.996,2097.016,2377.95,2091.257
"ENSMUSG00000001983",285,475,299,330,157,199,221,194
"ENSMUSG00000001985",889.965,734.095,670.011,1131.879,297.443,743.109,1059.441,1088.474
"ENSMUSG00000001986",439.019,394.804,372.175,876.516,277.542,427.726,434.177,578.128
"ENSMUSG00000001988",17,25,21,15,20,12,9,12
"ENSMUSG00000001995",1406.723,1513.599,1308.699,1842.001,1810.013,1066.687,2741.297,1311.636
"ENSMUSG00000001998",1255.896,943.349,1044.143,1322.82,767.379,981.824,1259.693,1222.709
"ENSMUSG00000001999",483.002,508.999,625,505,559.001,580.999,431,607
"ENSMUSG00000002006",257,256,255,339,288,350,415.229,349.042
"ENSMUSG00000002007",21,32,19,30,38,43,16,20
"ENSMUSG00000002010",4894.001,5335.841,5108.195,5037,5416.63,5015.755,3939.601,5929.311
"ENSMUSG00000002012",241,263,142,281,294,309,265.999,334
"ENSMUSG00000002014",3377.999,3154,4568.35,3309.821,4096,3665.861,2677,4190.245
"ENSMUSG00000002015",4379.631,8370.903,7238.971,4774.465,10916.066,5544.25,4484.6,6603.167
"ENSMUSG00000002017",2793.999,2054,2795.001,3556.081,1704.003,2382,2556,4303.405
"ENSMUSG00000002020",984,1845.054,1018,1935.999,1356.058,2091.009,2410.859,1160.999
"ENSMUSG00000002028",4716.005,5277.913,4206.099,5589.253,5771.591,6412.728,8725.33,5270.435
"ENSMUSG00000002031",1636.246,1266.384,1996.268,1716.992,1337.398,1768.152,1138.454,2155.943
"ENSMUSG00000002032",463.002,343.008,262,801,216,1645.59,734.999,649.001
"ENSMUSG00000002033",23,41,18,29,149,145.001,295.657,45
"ENSMUSG00000002043",821.002,993.999,934.743,843,1367,1321.271,706.402,1067.185
"ENSMUSG00000002052",6051.178,6109.71,5527.927,6714.225,4638.046,5884.796,6765.049,6211.242
"ENSMUSG00000002055",1464.203,849.503,1188.519,1239.776,477.568,892.711,633.57,1228.345
"ENSMUSG00000002057",4,2,5,3,2,0,2,5
"ENSMUSG00000002058",2174.999,2209,1925.001,1872.001,2573.114,3660.864,2107.003,2366
"ENSMUSG00000002059",2621.489,2840.698,3342.921,2964.524,3069.203,2779.989,2253.323,3815.371
"ENSMUSG00000002064",2077.42,2607.774,3104.872,2229.775,3106.785,2307.704,1728.733,2930.647
"ENSMUSG00000002068",191,93,177.014,197.001,60.999,131,81,216
"ENSMUSG00000002076",109.723,40,93,145,25,48,24,90.001
"ENSMUSG00000002083",192,285.001,247,217,341,191,306,258.001
"ENSMUSG00000002100",796,567,461,452,121,673,301,414.941
"ENSMUSG00000002102",5717.831,5150.57,7793.871,5727.972,5034.292,6115.935,4933.654,7026.383
"ENSMUSG00000002103",2169.302,2882.756,2588.721,2529.552,2723.467,2981.456,2239.33,3105.387
"ENSMUSG00000002104",74.001,111,126,303.001,94.999,802,431,327
"ENSMUSG00000002105",1161.948,1466.999,1769.01,1510.744,1978.521,1871.704,1522.006,2141.74
"ENSMUSG00000002107",1105.287,1288.742,1290.001,1639.001,1640,2872.244,2598,1557.001
"ENSMUSG00000002108",191,304,423.999,178,359,239.999,365.001,308
"ENSMUSG00000002109",688.583,774.27,662.29,813.441,961.54,1013.545,732.669,928.515
"ENSMUSG00000002111",74,123,133,111,270,262.999,430.002,226
"ENSMUSG00000002129",2896,2629.553,2847.726,3342.021,2093,2857,2595.874,3387.249
"ENSMUSG00000002147",2467.001,3808,3542.016,3032.999,3947.999,2941.997,3554.751,3446
"ENSMUSG00000002190",2,4,2,7,7,1,1,6
"ENSMUSG00000002204",5,15,18,19.002,60.011,30.003,84.011,42.001
"ENSMUSG00000002205",1148.664,1165.116,1663.192,1153.074,1192.767,1476.987,1061.963,1596.823
"ENSMUSG00000002210",680,760.001,728.008,798.994,954.999,954.442,752.835,1112.001
"ENSMUSG00000002221",2039.518,1695.178,1874.717,2528.716,1353.88,1572.767,1454.641,2968.96
"ENSMUSG00000002222",5160.028,6456.855,5461.3,5335.289,5634.003,5393.008,4233.999,6213.22
"ENSMUSG00000002227",1489.128,1024.046,1317.66,1870.017,1093.979,2699.998,1814,2207.001
"ENSMUSG00000002228",41,37,39,50,81,41,104,46
"ENSMUSG00000002233",3240.833,2937.028,6030.841,4407.567,4046.943,5818.888,7044.981,4610.414
"ENSMUSG00000002240",0,0,5,4,0,0,0,0
"ENSMUSG00000002249",696,606.001,636.098,918.001,769.913,1185.368,1145.666,1053.001
"ENSMUSG00000002250",853,1066.001,1055.14,1193.999,1067.001,1055.204,1317.02,962.001
"ENSMUSG00000002257",121,145,117,107,163,105,171,164
"ENSMUSG00000002265",1051.999,915,1355,1457,1019,1269.001,1439,1161.006
"ENSMUSG00000002266",52.026,28.02,79.098,62.031,52.56,41.02,27.005,50.05
"ENSMUSG00000002274",381,560.001,511.396,729.999,644.002,976.383,745,576.999
"ENSMUSG00000002279",822.999,901.243,1125.027,973.001,895.003,1138.999,791.398,1029.004
"ENSMUSG00000002280",732.186,784.434,894.325,902.681,910.725,1032.709,704.5,1200.158
"ENSMUSG00000002289",2625.011,2674.004,7609.169,3792.242,2911.991,2765.654,6280.808,4410.315
"ENSMUSG00000002297",1410.641,619.333,1174.858,1511.581,512.595,790.606,765.689,1581.828
"ENSMUSG00000002307",1144.016,1240,1388,1335,1212.25,1217.99,1145,1321
"ENSMUSG00000002308",1527.004,1040.105,1416,1891.047,976,2217,866,1915.356
"ENSMUSG00000002319",2965.881,2166.85,3344.687,3351.164,1895.627,2831.84,2825.881,3932.304
"ENSMUSG00000002320",2953.148,3735.413,3518.451,3450.181,2644.605,3083.942,2889.311,3180.151
"ENSMUSG00000002324",154,134,348,393.11,197,977,385,382
"ENSMUSG00000002325",779.825,1507.05,1371.119,1325.196,1925.023,1337.214,1611.748,1329.168
"ENSMUSG00000002326",587.585,731.585,921.432,676.115,913.797,785.782,591.117,1020.003
"ENSMUSG00000002329",1349.18,1934.999,1869.999,1690.957,2389,1639.794,1121.001,1889.999
"ENSMUSG00000002332",1027,1576,1451.001,1435,930.999,994.999,1036.013,972.999
"ENSMUSG00000002341",4.016,20,9.362,0,47.223,2,3.003,11
"ENSMUSG00000002342",1555,2021.326,1935.157,1849.999,2247.12,2128.244,1667,2290.564
"ENSMUSG00000002343",232.133,241.193,313.992,286.092,177.832,251.219,232.985,392.59
"ENSMUSG00000002345",624,1006.999,823,610.982,1067,781.993,572.999,752.089
"ENSMUSG00000002346",1705.634,928.796,1243.134,2452.988,730.361,850.704,863.414,2185.357
"ENSMUSG00000002365",3533.563,10243.081,3682.722,3521.083,9788.545,3361.417,3216.39,3446.009
"ENSMUSG00000002372",3236.18,2827.591,3215.012,4110.701,3322.586,3841.464,3503.032,4426.767
"ENSMUSG00000002379",1256,1398,1815.006,1470.728,1772,1903.996,1124,2024.31
"ENSMUSG00000002384",7.001,4.005,9.001,6,3.009,28.001,0,6.003
"ENSMUSG00000002393",1472.805,1820.236,1786.114,1563.628,1827.861,1488.545,1337.401,1777.605
"ENSMUSG00000002395",4038,3544.295,4069.001,3619.198,4436.03,4164.65,3030.018,4806.949
"ENSMUSG00000002396",636.232,975.824,649.887,742.372,1085.435,822.192,686.6,830.395
"ENSMUSG00000002409",627.999,625,628,645.022,576,851,612.96,814.999
"ENSMUSG00000002413",2878.362,2715.478,2580.667,3249,2244.894,2978.614,4243.855,2819.926
"ENSMUSG00000002416",1098.732,1407.308,1489.91,1256.427,1825.514,1530.639,1017.573,1716.169
"ENSMUSG00000002428",1480.098,1488.134,1557.713,1752.519,1798.762,1753.961,1446.017,2214.166
"ENSMUSG00000002455",3121.745,2899,3263,3696.648,2582,3681.486,3725,3605.94
"ENSMUSG00000002458",590.001,427,849,782.195,622,875.999,718.001,1002.999
"ENSMUSG00000002459",2.003,4.916,1,3.186,10.009,14.205,6.021,9.294
"ENSMUSG00000002475",538.021,551.999,947,600.001,534,625,666,642
"ENSMUSG00000002477",2321.999,1584.193,3136.654,2386.999,2077.595,2512.82,2128.458,3348.999
"ENSMUSG00000002486",613.159,632.006,659.324,935.884,705.715,818.763,695.019,1046.803
"ENSMUSG00000002489",1333,1145,1340,1763.999,833,663.999,607,1098.002
"ENSMUSG00000002496",4446.816,4416.144,3980.795,6427.712,3644.496,4115.66,3718.636,5004.912
"ENSMUSG00000002500",0,2,1,0,1,1,0,5
"ENSMUSG00000002504",1585.999,2125.247,1469,2065.001,3005.005,1723.001,1608,2042
"ENSMUSG00000002524",4710.471,4965.002,5901.52,5586.072,5344.919,5527.852,4561.012,6783.035
"ENSMUSG00000002546",3051.001,3147,3278.925,3799.207,2594.874,3502.59,3144.077,4067.855
"ENSMUSG00000002550",3424.575,2576.241,3281.699,5203.458,2383.474,3953.218,2939.556,6270.272
"ENSMUSG00000002565",48,24,72,88,13,55,87,54
"ENSMUSG00000002578",174.311,222.009,194.593,195.276,238.743,243.972,355.998,299.002
"ENSMUSG00000002580",932,1630,1495.962,955.805,2087.105,1214.921,808.636,1350.877
"ENSMUSG00000002588",3,5,4,5,1,1,0,1
"ENSMUSG00000002602",10978.847,10580.799,17152.048,14668.58,10129.493,13237.478,20025.122,14762.845
"ENSMUSG00000002603",968.113,1852.683,1878.584,1439.988,1965.868,972.216,2029.416,2290.5
"ENSMUSG00000002608",1431.143,1837.313,1810,1614,1978,1767.001,1556.168,2127.001
"ENSMUSG00000002617",446.024,385,391,480,567.068,788,469.826,802.999
"ENSMUSG00000002625",7058.999,6622.086,5777.914,9074.05,8590.001,12138.933,7370.558,9808.367
"ENSMUSG00000002633",7,0,0,3,0,0,4,5
"ENSMUSG00000002635",562,448.996,680,738,574,563,471,774
"ENSMUSG00000002658",2141.009,2024,3096,2578,2522,2610,2033.384,3445
"ENSMUSG00000002660",1493.059,1696.847,1943,1527,2191.448,1964.367,1492.695,2367.538
"ENSMUSG00000002661",589,867.999,769,685.049,1004.949,887,504.001,796.001
"ENSMUSG00000002664",0,4,9,4,8.051,7,7,12
"ENSMUSG00000002668",34.131,82.985,52.202,89.001,201.715,156.998,257.001,106.006
"ENSMUSG00000002679",831.453,726,1050.95,885,811.999,1025,866,1184
"ENSMUSG00000002688",470.253,333,349,905,239.131,500,522,873.001
"ENSMUSG00000002699",117.881,118.896,144.814,154.077,232.553,220.138,503.661,202.02
"ENSMUSG00000002718",4430.331,4326.443,4014.981,4406.746,3516.243,3673.301,4312.345,4396.052
"ENSMUSG00000002728",1486,1377,2184.714,1835.999,1754,1974.999,1760.875,2407.49
"ENSMUSG00000002731",1211,1475,1333,1341,1366.996,1633,1211,1645.874
"ENSMUSG00000002732",926.999,784,1333.38,1104.295,870.001,1246,1037.481,1460.007
"ENSMUSG00000002733",1488.065,1673,2003.453,1823.538,2159.503,1867.524,1531.019,2169.146
"ENSMUSG00000002741",2877.51,3711.794,3419.461,4086.154,2527.175,4137,3295.096,3897.433
"ENSMUSG00000002748",6548.922,5777.006,5574.007,8208.17,5194.615,6262.88,7519.072,7173.939
"ENSMUSG00000002763",2011.999,2642,2370.787,2529,2798.499,2835,2051.725,2721.61
"ENSMUSG00000002767",1373.001,1158.001,1700,1368.992,1465.999,1573.039,1021,2082.999
"ENSMUSG00000002768",1207.226,1322.941,1899.496,1417.099,1541.64,1329.954,912.002,1786.235
"ENSMUSG00000002769",24,16,16,17,26,20,12,22
"ENSMUSG00000002771",73,94,91,122,98,156,113,166.001
"ENSMUSG00000002778",3553.013,3979.688,4938.18,3852,3885.93,4219.581,3498.646,4353.161
"ENSMUSG00000002781",516.218,804,502,532.017,732.131,510.029,402.165,627.306
"ENSMUSG00000002791",0,1,3,0,0,0,0,0
"ENSMUSG00000002797",782.359,840.087,1002.001,1428,822.002,1393.105,1118.999,1579.104
"ENSMUSG00000002799",1227.201,1242.169,712.999,1697,1197.999,752.007,787.999,1084.999
"ENSMUSG00000002803",468,460.155,401,541,490,703.001,389,643
"ENSMUSG00000002804",433.992,655.001,562,494.001,743,754.001,465.004,569
"ENSMUSG00000002808",6527.252,20463.591,7731.198,4280.884,16721.967,2167.995,2110.001,6079.609
"ENSMUSG00000002812",4246.111,5976.199,4865.461,5009.077,5169.375,4821.236,4668.395,4701.083
"ENSMUSG00000002814",881,970,703.004,1007.457,891.003,884.201,679,1001.076
"ENSMUSG00000002820",835.098,987.501,868.912,966.351,1085.802,1173.093,1022.854,1105.297
"ENSMUSG00000002825",556,478.001,722.896,723.001,535.999,625.999,566,893
"ENSMUSG00000002831",15291.952,17291.228,2352.642,3078.452,13623.111,355,321.667,6553.347
"ENSMUSG00000002833",4043.801,4405.151,4193.109,4538.076,6726.805,4214.038,3163.112,4891.328
"ENSMUSG00000002835",1585.395,839.8,1129.374,2094.637,407.597,729.411,664.351,1325.69
"ENSMUSG00000002844",2397.816,2605.829,3459.725,2820.588,2947.667,2803.64,2365.123,3613.059
"ENSMUSG00000002845",2579.616,2278,2782.707,3849.999,1846,2462,3053,3129.232
"ENSMUSG00000002846",862.929,917.722,910.937,864.028,940.785,942.354,646.651,1124.041
"ENSMUSG00000002847",377,308,1198.01,489,465,232,161,1083
"ENSMUSG00000002870",2563.156,1382.608,1978.476,2831.273,657.084,1644.793,1659.444,2486.34
"ENSMUSG00000002871",1685.001,1870.257,1539.121,2231.001,2618.001,3144.412,2086.002,2259.314
"ENSMUSG00000002881",2910.904,3734.123,3850.768,3400.165,4746.771,3551.082,3909.602,3692.494
"ENSMUSG00000002885",1437.216,1788.938,1438.559,1922.954,1929.739,1899.156,2511.523,1677.67
"ENSMUSG00000002897",1415.635,1179.625,1276.006,2192.217,1941.128,1660.479,3131.646,2870.589
"ENSMUSG00000002900",12507.483,9135.778,10930.349,14659.187,6121.012,9592.188,13814.765,11124.97
"ENSMUSG00000002908",39.001,63,60,49.001,57,64.015,57.024,71
"ENSMUSG00000002910",781.999,680.999,698.142,1117.001,1020.001,648.76,507,1425
"ENSMUSG00000002930",0,0,0,0,0,0,0,0
"ENSMUSG00000002944",876,1499.252,1601.002,1478,1581.985,2543,3393,2238
"ENSMUSG00000002948",3929.215,3362.61,3250.618,4652.852,2777.527,4448.767,4154.325,4404.35
"ENSMUSG00000002949",3075.289,2420,3258.199,3354,2613,3459.705,2858.218,3829.001
"ENSMUSG00000002957",2705.121,2807,3368,3462.25,2285.948,3077,3532.433,3173.647
"ENSMUSG00000002963",827.261,1101.001,1124.846,1066.999,1031,1153,870.999,1108.005
"ENSMUSG00000002968",3692.107,3362.436,4306.14,4865.975,3482.697,4617.767,3412.664,5308.28
"ENSMUSG00000002980",2663,4358,4738,3618.999,4328.514,4671.731,2875.15,2304
"ENSMUSG00000002981",5138.722,7634.999,6709.769,5855.001,6120.566,5748.299,5307.189,5847
"ENSMUSG00000002983",697.006,1115.993,915.001,894.002,1800.001,1289.365,3475.003,917
"ENSMUSG00000002984",2459.021,2277.767,2769,2608,2340.092,2195.998,2097.941,3182.002
"ENSMUSG00000002985",13512.171,19195.739,15424.642,19833.644,33454.026,36465.138,59180.307,30057.984
"ENSMUSG00000002992",0,5,18,13,0,13,43,23
"ENSMUSG00000002996",3691.607,4047.221,4090.805,4509.34,3339.301,4222.475,4199.783,4349.055
"ENSMUSG00000002997",18943.455,10568.649,20021.848,37140.402,5899.38,92044.063,39677.262,33846.158
"ENSMUSG00000003031",14743.224,21591.905,10603.711,7784.359,22308.134,4985,5571.939,10369.219
"ENSMUSG00000003032",1846,2943,1768,1879.634,2796.488,2069.134,2290,2293.57
"ENSMUSG00000003033",1959.446,1753.441,2429,2317,1899.999,2166.001,1746.996,2895.237
"ENSMUSG00000003037",1880.127,2469.738,2695.499,2032.851,2808.372,2091.6,1858.178,2742.864
"ENSMUSG00000003038",13475.322,10019.469,14001.181,12407.603,11883.677,13644.426,9605.625,16550.033
"ENSMUSG00000003039",2910.404,2465.233,3802.715,2854.528,2862.756,2880.641,2539.782,3964.05
"ENSMUSG00000003051",102,58,123,117,46,330,32,176
"ENSMUSG00000003053",12.214,2.144,17.831,23.881,3,2,1,13
"ENSMUSG00000003062",1325.999,1306.697,1678.932,1347,1519.52,1278,1170,1821
"ENSMUSG00000003068",4809.593,4954.065,5594.391,5474.52,6435.757,6208.39,5189.099,6756.239
"ENSMUSG00000003070",189,217,274,276,280,185,181,285
"ENSMUSG00000003072",5014.37,5244.794,6652.036,4827.223,5830.041,5709.782,4426.853,5812.86
"ENSMUSG00000003099",2341.001,2359.457,2907.999,2858.895,2324.999,3370.447,2520.486,3178
"ENSMUSG00000003119",2087.784,1958.65,1660,2281,1647.335,1759.999,2153,2062.002
"ENSMUSG00000003123",1131.121,4130.425,1212.186,1045.29,4148.208,1094.151,1050.095,1062.165
"ENSMUSG00000003131",4804.131,4246.13,4867.373,4625.771,4645.001,4727.111,4720.528,5760.575
"ENSMUSG00000003134",2180.927,8125.653,2126.812,2091.906,9914.369,991.349,930.485,2309.313
"ENSMUSG00000003135",1036.37,842,1087.05,1229.988,893.56,915.001,814,1395.98
"ENSMUSG00000003153",756.425,1070.082,653.056,1625.814,687.487,659.123,1892.167,544.002
"ENSMUSG00000003154",1279,1395,1445.146,1682.474,1516.078,1728.988,1797,1614
"ENSMUSG00000003161",2374.894,3251.912,3458.524,2671.375,3602.683,3132.403,2499.54,3694.04
"ENSMUSG00000003166",4340.94,3777.935,4277.906,5019.184,2817.557,4604.195,4089.762,4568.289
"ENSMUSG00000003184",2457.999,2943.005,3019.443,3298.553,4128,3552.804,2840.723,3802.999
"ENSMUSG00000003190",660.003,587.995,652,670.446,737.999,867.302,612,920
"ENSMUSG00000003198",142.529,151.288,194.006,208.706,215.321,245.047,187.604,285
"ENSMUSG00000003199",2013.999,2006,2266.001,2239.999,2342.014,2711.256,1691.116,2558.934
"ENSMUSG00000003200",2275.999,2396.225,3184,2803,2800.359,2659.21,2430.944,3062.633
"ENSMUSG00000003206",9,11,10,12,19,29,16,24
"ENSMUSG00000003208",415.024,416.999,428.997,434,392,463,420,503
"ENSMUSG00000003226",6232.046,6992.389,5522.821,8016.049,5175.001,5216.32,9307.266,5734.822
"ENSMUSG00000003227",40,15.002,17,15,43,3,9,37
"ENSMUSG00000003228",1223,1508.212,1227,1629.102,1278,1153.005,2467.325,1069
"ENSMUSG00000003233",2676.918,2410.839,2465.347,3024.104,2353.801,2917.08,2829.849,3495.137
"ENSMUSG00000003234",2258.839,1987.994,2338.987,3026.774,1988.127,1911.998,1924.999,2521.249
"ENSMUSG00000003235",1634.326,1568,1886,1725.006,1507.122,1628.001,1374,2015.359
"ENSMUSG00000003269",2809,3072.001,3420.132,3614.31,3969.726,4191.751,2831.877,4123.5
"ENSMUSG00000003271",13,17,13,13,31,29,21.001,28
"ENSMUSG00000003273",105.001,159.03,145,159,196.999,157.001,147,137
"ENSMUSG00000003279",667.065,687.001,463.074,766.124,871.001,1347.945,977,882.998
"ENSMUSG00000003282",126.999,49,97,147,56,62,95.028,96
"ENSMUSG00000003283",91,52,249,74,138,62,195,192
"ENSMUSG00000003299",1933,2106.442,2405.868,2189.007,2682.916,2534.388,1934.158,2596.291
"ENSMUSG00000003308",1592,2030.305,1866,2055,1760.999,2033,1843,2232.458
"ENSMUSG00000003309",142,88,134.441,252.999,60.999,282.134,65.999,126.002
"ENSMUSG00000003316",9301.021,8776.727,12166.647,10817.733,7282.745,11664.987,11157.362,10876.444
"ENSMUSG00000003341",14,3,26,3,4,11,14,17
"ENSMUSG00000003344",1756.897,2102,1823,2034.998,2282.979,2354,1618.789,2484.999
"ENSMUSG00000003345",4189.502,5239.321,4694.392,4805.342,5221.505,4801.251,3939.08,4915.577
"ENSMUSG00000003346",1659.56,2110,2118.701,1705,2393,1699,1213.003,2102
"ENSMUSG00000003348",624,1155.48,785,800,1311,753,956.001,828
"ENSMUSG00000003352",1217,1739.037,2127,1676.261,2159.573,1825.043,1167.001,2374.12
"ENSMUSG00000003354",12,8,12,17,14,47,14,24
"ENSMUSG00000003355",268.924,238.146,411.14,335.498,286.808,319.445,266.171,545.491
"ENSMUSG00000003360",3981.493,4051.85,3858.499,4675.327,3472.35,4261.471,4209.846,4456.67
"ENSMUSG00000003363",3002.836,8980.86,4485.577,3885,8333.541,6066.496,5827.637,4628.546
"ENSMUSG00000003378",2301.984,1914.01,2133.155,2554.174,2997.107,3448.028,2432.991,3467.055
"ENSMUSG00000003379",22,13,14,16,93,24,67,31
"ENSMUSG00000003380",4090.162,7093.828,6284.75,4338.999,9344.759,5724.175,4834.119,6741.863
"ENSMUSG00000003382",1340.969,1572.655,1273.054,1558.99,1486,1522.993,2108.028,1281
"ENSMUSG00000003402",4929.5,5725.541,6503.901,5389.572,5381.686,5552.761,4422.886,5879.109
"ENSMUSG00000003410",181.001,75.001,130,242,58.002,47,39,212.063
"ENSMUSG00000003411",83,47,76,123,43,81,38,144.91
"ENSMUSG00000003418",167,231,102,100,175,135,90,91
"ENSMUSG00000003420",3317.001,3315.999,5111.001,3878.139,4342.001,5106.818,4554.981,4487
"ENSMUSG00000003421",1459.971,1297.651,2137.347,1684.998,1739.006,2126.246,1373.054,2525.016
"ENSMUSG00000003423",979.782,1156.536,1233.841,1034.14,1345.103,1238.935,780.358,1469.347
"ENSMUSG00000003429",25537.69,17215.957,26628.595,25658.271,22131.302,24708.226,20279.189,35211.796
"ENSMUSG00000003435",6148.695,7597.064,6635.812,7093.179,8706.254,6180.172,5619.686,7378.048
"ENSMUSG00000003436",7,1,18,13,10,5,8,10
"ENSMUSG00000003437",2632.001,3031.797,3258.338,3353.006,3659.628,3198.03,2902.347,4123.861
"ENSMUSG00000003438",1750.844,1571.389,2065.26,1798.001,1459.961,1575,1244.001,1989.219
"ENSMUSG00000003444",579,556,929.532,555,829,668,516,872
"ENSMUSG00000003452",1759.668,1150.659,2061.774,2277.216,1106.843,2244.141,2709.896,2503.695
"ENSMUSG00000003458",5302.583,5714.481,5618.837,5817.242,4950.235,6781.537,5872.165,5773.095
"ENSMUSG00000003464",2947.998,4920.377,3227.972,3290.231,6011.599,3565.001,2968,3407.986
"ENSMUSG00000003469",462,382,305,1131,38,2061.143,1618,598
"ENSMUSG00000003476",8,16.05,2,8,8.999,2,17,6
"ENSMUSG00000003477",15,23,6,16,5,25,3,27
"ENSMUSG00000003484",22,70,61,24,133,59,114,100
"ENSMUSG00000003500",1835.128,1308.002,2505,2825,1152,2432.086,2448.999,2544.231
"ENSMUSG00000003505",0,0,0,0,0,0,0,0
"ENSMUSG00000003518",1514.026,2369.054,1686.14,1706.001,2415.01,2076.964,1963.547,1773.027
